,choice_0,choice_1,choice_2,choice_3,av_0_0,av_1_0,av_2_0,av_3_0,SEGMENT_C_0_0,SEGMENT_C_1_0,SEGMENT_C_2_0,SEGMENT_C_3_0,SEGMENT_Kleinwagen_0_0,SEGMENT_Kleinwagen_1_0,SEGMENT_Kleinwagen_2_0,SEGMENT_Kleinwagen_3_0,SEGMENT_Kompaktklasse_0_0,SEGMENT_Kompaktklasse_1_0,SEGMENT_Kompaktklasse_2_0,SEGMENT_Kompaktklasse_3_0,SEGMENT_Mittelklasse_0_0,SEGMENT_Mittelklasse_1_0,SEGMENT_Mittelklasse_2_0,SEGMENT_Mittelklasse_3_0,SEGMENT_Oberklasse_0_0,SEGMENT_Oberklasse_1_0,SEGMENT_Oberklasse_2_0,SEGMENT_Oberklasse_3_0,SEGMENT_SUV_0_0,SEGMENT_SUV_1_0,SEGMENT_SUV_2_0,SEGMENT_SUV_3_0,SEGMENT_Van_0_0,SEGMENT_Van_1_0,SEGMENT_Van_2_0,SEGMENT_Van_3_0,ANTRIEB_0_0,ANTRIEB_1_0,ANTRIEB_2_0,ANTRIEB_3_0,KAUFPREIS_0_0,KAUFPREIS_1_0,KAUFPREIS_2_0,KAUFPREIS_3_0,B_KOSTEN_0_0,B_KOSTEN_1_0,B_KOSTEN_2_0,B_KOSTEN_3_0,REICHWEITE_0_0,REICHWEITE_1_0,REICHWEITE_2_0,REICHWEITE_3_0,LADE_TANK_ZEIT_0_0,LADE_TANK_ZEIT_1_0,LADE_TANK_ZEIT_2_0,LADE_TANK_ZEIT_3_0,DISTANZ_LADE_TANK_0_0,DISTANZ_LADE_TANK_1_0,DISTANZ_LADE_TANK_2_0,DISTANZ_LADE_TANK_3_0,CO2_0_0,CO2_1_0,CO2_2_0,CO2_3_0,MEAN_HH_AGE_0_0,MEAN_HH_AGE_1_0,MEAN_HH_AGE_2_0,MEAN_HH_AGE_3_0,HH_SIZE_0_0,HH_SIZE_1_0,HH_SIZE_2_0,HH_SIZE_3_0,POPULATION_0_0,POPULATION_1_0,POPULATION_2_0,POPULATION_3_0,CAR_PARK_EV_0_0,CAR_PARK_EV_1_0,CAR_PARK_EV_2_0,CAR_PARK_EV_3_0,CARSHARING_0_0,CARSHARING_1_0,CARSHARING_2_0,CARSHARING_3_0,LONG_RANGE_AV_0_0,LONG_RANGE_AV_1_0,LONG_RANGE_AV_2_0,LONG_RANGE_AV_3_0,EV_EXPERIENCE_0_0,EV_EXPERIENCE_1_0,EV_EXPERIENCE_2_0,EV_EXPERIENCE_3_0,OWN_POWER_0_0,OWN_POWER_1_0,OWN_POWER_2_0,OWN_POWER_3_0,HH_OCC_0_0,HH_OCC_1_0,HH_OCC_2_0,HH_OCC_3_0,PT_QUALITY_0_0,PT_QUALITY_1_0,PT_QUALITY_2_0,PT_QUALITY_3_0,HH_NET_INCOME_0_0,HH_NET_INCOME_1_0,HH_NET_INCOME_2_0,HH_NET_INCOME_3_0,RELATIVER_KAUFPREIS_0_0,RELATIVE_B_KOSTEN_MAL100_0_0,REICHWEITE_DURCH100_0_0,CO2_MAL10_0_0,RELATIVER_KAUFPREIS_1_0,RELATIVE_B_KOSTEN_MAL100_1_0,REICHWEITE_DURCH100_1_0,CO2_MAL10_1_0,RELATIVER_KAUFPREIS_2_0,RELATIVE_B_KOSTEN_MAL100_2_0,REICHWEITE_DURCH100_2_0,CO2_MAL10_2_0,RELATIVER_KAUFPREIS_3_0,RELATIVE_B_KOSTEN_MAL100_3_0,REICHWEITE_DURCH100_3_0,CO2_MAL10_3_0,choice_0_0,choice_1_0,choice_2_0,choice_3_0
10,0,1,0,0,1,1,1,0,5,2,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,40000,25000,65000,0,20,25,35,0,500,700,650,0,2,2,10,0,0,0,1,0,0.2,0.0,0.8,0.0,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3,3,3,3,2250,2250,2250,2250,17.77777777777778,0.8888888888888888,5.0,2.0,11.11111111111111,1.1111111111111112,7.0,0.0,28.88888888888889,1.5555555555555556,6.5,8.0,0.0,0.0,0.0,0.0,0,1,0,0
11,1,0,0,0,1,1,1,0,2,7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ICEV,PHEV,BEV,FCEV,35000,95000,45000,0,25,15,30,0,500,900,450,0,2,2,25,0,0,0,10,0,0.6,0.4,1.0,0.0,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3,3,3,3,2250,2250,2250,2250,15.555555555555555,1.1111111111111112,5.0,6.0,42.22222222222222,0.6666666666666666,9.0,4.0,20.0,1.3333333333333333,4.5,10.0,0.0,0.0,0.0,0.0,1,0,0,0
12,0,0,1,0,0,0,1,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,ICEV,PHEV,BEV,FCEV,0,0,55000,85000,0,0,30,35,0,0,250,800,0,0,5,2,0,0,1,5,0.0,0.0,0.4,1.0,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3,3,3,3,2250,2250,2250,2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.444444444444443,1.3333333333333333,2.5,4.0,37.77777777777778,1.5555555555555556,8.0,10.0,0,0,1,0
13,0,0,0,1,1,1,0,1,6,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,55000,55000,0,50000,25,30,0,35,700,700,0,800,2,2,0,2,0,0,0,1,0.0,0.2,0.0,0.6,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3,3,3,3,2250,2250,2250,2250,24.444444444444443,1.1111111111111112,7.0,0.0,24.444444444444443,1.3333333333333333,7.0,2.0,0.0,0.0,0.0,0.0,22.22222222222222,1.5555555555555556,8.0,6.0,0,0,0,1
14,0,1,0,0,0,1,1,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,0,15000,95000,0,0,30,25,0,0,900,450,0,0,2,5,0,0,0,5,0,0.0,0.2,0.4,0.0,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,0.0,0.0,0.0,0.0,30.0,6.0,9.0,2.0,190.0,5.0,4.5,4.0,0.0,0.0,0.0,0.0,0,1,0,0
15,1,0,0,0,1,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,35000,0,55000,0,30,0,20,0,700,0,650,0,2,0,5,0,0,0,10,0,0.0,0.0,1.0,0.0,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,70.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,110.0,4.0,6.5,10.0,0.0,0.0,0.0,0.0,1,0,0,0
16,0,0,1,0,0,1,1,1,0,3,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,0,45000,25000,50000,0,35,15,25,0,700,250,800,0,2,25,2,0,0,10,1,0.0,0.2,0.8,1.0,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,0.0,0.0,0.0,0.0,90.0,7.0,7.0,2.0,50.0,3.0,2.5,8.0,100.0,5.0,8.0,10.0,0,0,1,0
17,0,0,1,0,1,0,1,1,9,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,ICEV,PHEV,BEV,FCEV,55000,0,55000,75000,25,0,35,30,500,0,450,800,2,0,20,2,0,0,1,10,0.0,0.0,0.6,0.8,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,110.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,110.0,7.0,4.5,6.0,150.0,6.0,8.0,8.0,0,0,1,0
18,0,0,1,0,0,1,1,1,0,8,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ICEV,PHEV,BEV,FCEV,0,55000,25000,75000,0,20,30,20,0,500,450,800,0,2,20,2,0,0,1,5,0.0,0.6,1.0,0.4,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,0.0,0.0,0.0,0.0,110.0,4.0,5.0,6.0,50.0,6.0,4.5,10.0,150.0,4.0,8.0,4.0,0,0,1,0
19,0,0,1,0,1,1,1,0,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,45000,65000,35000,0,35,25,20,0,900,500,450,0,2,2,15,0,0,0,5,0,0.4,0.2,0.8,0.0,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,90.0,7.0,9.0,4.0,130.0,5.0,5.0,2.0,70.0,4.0,4.5,8.0,0.0,0.0,0.0,0.0,0,0,1,0
20,0,0,1,0,0,0,1,1,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ICEV,PHEV,BEV,FCEV,0,0,55000,55000,0,0,30,15,0,0,450,800,0,0,5,2,0,0,5,1,0.0,0.0,1.0,0.8,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,6.0,4.5,10.0,110.0,3.0,8.0,8.0,0,0,1,0
21,1,0,0,0,1,1,0,1,5,9,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ICEV,PHEV,BEV,FCEV,40000,45000,0,55000,15,20,0,25,700,900,0,400,2,2,0,2,0,0,0,5,0.0,0.2,0.0,0.4,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,80.0,3.0,7.0,0.0,90.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,110.0,5.0,4.0,4.0,1,0,0,0
22,1,0,0,0,1,0,1,1,2,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,ICEV,PHEV,BEV,FCEV,35000,0,75000,75000,35,0,30,25,900,0,450,400,2,0,10,2,0,0,10,1,0.0,0.0,0.6,0.8,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,70.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,150.0,6.0,4.5,6.0,150.0,5.0,4.0,8.0,1,0,0,0
23,0,1,0,0,0,1,1,0,0,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,0,50000,55000,0,0,15,25,0,0,700,650,0,0,2,25,0,0,0,1,0,0.0,0.0,0.6,0.0,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,0.0,0.0,0.0,0.0,100.0,3.0,7.0,0.0,110.0,5.0,6.5,6.0,0.0,0.0,0.0,0.0,0,1,0,0
24,0,1,0,0,0,1,1,1,0,1,6,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,0,15000,55000,55000,0,35,30,20,0,700,250,800,0,2,15,2,0,0,1,5,0.0,0.4,0.4,0.8,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,0.0,0.0,0.0,0.0,30.0,7.0,7.0,4.0,110.0,6.0,2.5,4.0,110.0,4.0,8.0,8.0,0,1,0,0
25,0,1,0,0,1,1,1,0,3,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ICEV,PHEV,BEV,FCEV,35000,35000,55000,0,15,25,35,0,500,700,650,0,2,2,25,0,0,0,10,0,0.2,0.6,0.8,0.0,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,70.0,3.0,5.0,2.0,70.0,5.0,7.0,6.0,110.0,7.0,6.5,8.0,0.0,0.0,0.0,0.0,0,1,0,0
26,1,0,0,0,1,0,0,1,7,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,95000,0,0,40000,30,0,0,30,700,0,0,400,2,0,0,2,0,0,0,5,0.2,0.0,0.0,1.0,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,190.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,4.0,10.0,1,0,0,0
27,0,0,1,0,0,1,1,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,0,65000,75000,0,0,35,25,0,0,900,450,0,0,2,10,0,0,0,5,0,0.0,0.0,0.8,0.0,66.0,66.0,66.0,66.0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2,2,2,2,500,500,500,500,0.0,0.0,0.0,0.0,130.0,7.0,9.0,0.0,150.0,5.0,4.5,8.0,0.0,0.0,0.0,0.0,0,0,1,0
28,1,0,0,0,1,0,1,1,3,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ICEV,PHEV,BEV,FCEV,35000,0,65000,45000,20,0,35,30,700,0,650,400,2,0,20,2,0,0,5,1,0.0,0.0,1.0,0.6,50.5,50.5,50.5,50.5,2,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,1250,1250,1250,1250,28.0,1.6,7.0,0.0,0.0,0.0,0.0,0.0,52.0,2.8,6.5,10.0,36.0,2.4,4.0,6.0,1,0,0,0
